index,section,text,is_burden,part
756,REG Origin to destination services,Every specialized transportation service provider shall provide origin to destination services within its service area that takes into account the abilities of its passengers and that accommodates their abilities.    ,1,TRANSPORTATION STANDARDS
757,REG Origin to destination services,Origin to destination services may include services on any accessible conventional transportation services.    ,0,TRANSPORTATION STANDARDS
758,REG Origin to destination services,"For the purposes of this section, origin to destination services refers to the overall package of transportation services that allows a specialized transportation service provider to provide, in a flexible way, transportation services in a manner that best meets the needs of persons with disabilities.    ",0,TRANSPORTATION STANDARDS
759,REG Origin to destination services,"Specialized transportation service providers shall meet the requirements of this section by July 1,",1,TRANSPORTATION STANDARDS
760,REG Origin to destination services,20  Note:,0,TRANSPORTATION STANDARDS
761,REG Origin to destination services,"On July 1, 2016, subsection 68  of the Regulation is revoked.",0,TRANSPORTATION STANDARDS
762,REG Origin to destination services,"(See: O. Reg. 165/16, s. 13)",0,TRANSPORTATION STANDARDS
763,REG Co-ordinated service,"Where specialized transportation services are provided in adjacent municipalities within contiguous urban areas, the specialized transportation service providers shall facilitate connections between their respective services.    ",1,TRANSPORTATION STANDARDS
764,REG Co-ordinated service,Specialized transportation service providers to which subsection  applies shall determine the accessible stops and drop off locations in the contiguous urban areas that have specialized transportation services.    ,1,TRANSPORTATION STANDARDS
765,REG Co-ordinated service,"Specialized transportation service providers shall meet the requirements of this section by January 1,",1,TRANSPORTATION STANDARDS
766,REG Co-ordinated service,"20  Note: On July 1, 2016, subsection 69  of the Regulation is revoked.",0,TRANSPORTATION STANDARDS
767,REG Co-ordinated service,"(See: O. Reg. 165/16, s. 13)",0,TRANSPORTATION STANDARDS
768,REG Hours of service,"Where conventional transportation services and specialized transportation services are provided by separate transportation service providers in the same jurisdiction, the specialized transportation service provider shall ensure that it has, at a minimum, the same hours and days of service as any one of the conventional transportation service providers.    ",1,TRANSPORTATION STANDARDS
769,REG Hours of service,"Where a transportation service provider provides both conventional transportation services and specialized transportation services, it shall ensure that the specialized transportation services have, at a minimum, the same hours and days of service as the conventional transportation services.    ",1,TRANSPORTATION STANDARDS
770,REG Hours of service,"Specialized transportation service providers to which subsection  applies shall meet the requirements of subsection  by January 1, 2017 and transportation service providers to which subsection  applies shall meet the requirements of subsection  by January 1, 20",1,TRANSPORTATION STANDARDS
771,REG Booking,"Every specialized transportation service provider shall, where the specialized transportation services require reservations, provide same day service to the extent that it is available; and where same day service is not available, accept booking requests up to three hours before the published end of the service period on the day before the intended day of travel.    ",1,TRANSPORTATION STANDARDS
772,REG Booking,A specialized transportation service provider to whom subsection  applies shall provide accessible means to accept reservations.    ,0,TRANSPORTATION STANDARDS
773,REG Booking,"Specialized transportation service providers shall meet the requirements of this section by January 1,",1,TRANSPORTATION STANDARDS
774,REG Booking,"20  Note: On July 1, 2016, subsection 71  of the Regulation is revoked.",0,TRANSPORTATION STANDARDS
775,REG Booking,"(See: O. Reg. 165/16, s. 13)",0,TRANSPORTATION STANDARDS
776,REG Trip restrictions,"No specialized transportation service provider shall limit the availability of specialized transportation services to persons with disabilities by, restricting the number of trips a person with a disability is able to request; or implementing any policy or operational practice that unreasonably limits the availability of specialized transportation services.    ",1,TRANSPORTATION STANDARDS
777,REG Trip restrictions,"Specialized transportation service providers shall meet the requirements of this section by January 1,",1,TRANSPORTATION STANDARDS
778,REG Trip restrictions,"20  Note: On July 1, 2016, subsection 72  of the Regulation is revoked.",0,TRANSPORTATION STANDARDS
779,REG Trip restrictions,"(See: O. Reg. 165/16, s. 13)",0,TRANSPORTATION STANDARDS
780,REG Service delays,"Every specialized transportation service provider, where the specialized transportation services require reservations, shall provide information on the duration of service delays to affected passengers by a method agreed to by the specialized transportation service provider and passenger.    ",1,TRANSPORTATION STANDARDS
781,REG Service delays,"For the purposes of this section, a service delay is a delay of 30 minutes or more after the scheduled pick-up time.    ",0,TRANSPORTATION STANDARDS
782,REG Service delays,This section does not apply in respect of delays in service that arise during the trip.    ,0,TRANSPORTATION STANDARDS
783,REG Service delays,"Specialized transportation service providers shall meet the requirements of this section by January 1,",1,TRANSPORTATION STANDARDS
784,REG Service delays,20  Note:,0,TRANSPORTATION STANDARDS
785,REG Service delays,"On July 1, 2016, subsection 73  of the Regulation is revoked.",0,TRANSPORTATION STANDARDS
786,REG Service delays,"(See: O. Reg. 165/16, s. 13)",0,TRANSPORTATION STANDARDS
787,REG Companions and children,Every specialized transportation service provider shall allow companions to travel with persons with disabilities if space is available and will not result in the denial of service to other persons with disabilities.    ,1,TRANSPORTATION STANDARDS
788,REG Companions and children,"Every specialized transportation service provider shall allow dependants to travel with a person with a disability who is the parent or guardian of the dependant if appropriate child restraint securement systems and equipment are, if required, available.    ",1,TRANSPORTATION STANDARDS
789,REG Companions and children,"Specialized transportation services providers shall meet the requirements of this section by January 1,",1,TRANSPORTATION STANDARDS
790,REG Companions and children,"20  Note: On July 1, 2016, subsection 74  of the Regulation is revoked.",0,TRANSPORTATION STANDARDS
791,REG Companions and children,"(See: O. Reg. 165/16, s. 13)",0,TRANSPORTATION STANDARDS
792,REG Companions and children,Other Transportation Services,0,TRANSPORTATION STANDARDS
793,REG School transportation,This section applies to every school board that provides transportation services for its students.    ,0,TRANSPORTATION STANDARDS
794,REG School transportation,"School boards to which this section applies shall, ensure that integrated accessible school transportation services are provided for their students; or ensure that appropriate alternative accessible transportation services are provided for students with disabilities, where in the opinion of the board integrated accessible school transportation services are not possible or not the best option for a student with a disability because of the nature of the disability or safety concerns.    ",1,TRANSPORTATION STANDARDS
